894.6642,542.40106,0.97934693,902.0014,528.6526,0.91421926,883.60236,528.8918,0.96322155,904.6451,524.57336,0.5058887,849.9485,524.3033,0.8390588,933.89966,561.1203,0.9825449,792.1624,594.9882,0.9867094,1018.3933,576.6147,0.94416016,769.606,676.7154,0.95994896,1024.3993,575.70135,0.8990376,848.4937,634.155,0.9267349,918.06793,784.5214,0.9637635,809.0743,800.5675,0.96579427,973.8333,942.00385,0.6350581,751.3281,966.12177,0.6500306,0.0,0.0,0.1830829,0.0,0.0,0.17805344
907.2497,546.5449,0.9747338,917.4732,533.9111,0.8928753,894.20807,534.1373,0.95759887,0.0,0.0,0.49488753,861.99084,535.61426,0.83517873,936.28253,577.0698,0.9776487,814.66315,607.6733,0.9889626,984.77747,586.926,0.93355334,794.8182,692.3991,0.9710297,1048.4832,578.88324,0.88824755,856.76385,673.71484,0.9423036,923.09766,786.5741,0.96606886,827.26874,801.19775,0.97408664,974.8307,942.51416,0.7166732,770.1702,956.65594,0.7691744,0.0,0.0,0.2818105,0.0,0.0,0.30579397
936.8722,550.07263,0.97196114,942.45197,536.92456,0.8629694,923.8059,537.12744,0.95629823,0.0,0.0,0.36037862,881.77374,538.35846,0.84005445,970.398,580.2083,0.97457576,821.6593,610.097,0.98714674,1047.6599,593.5778,0.92815775,804.1187,696.68414,0.9681208,1021.38245,560.1325,0.88876665,869.69556,677.372,0.9436247,948.49,795.0745,0.9612822,834.7273,807.0515,0.9700557,1001.0327,940.6353,0.6845144,781.7961,958.828,0.73860574,0.0,0.0,0.2552723,0.0,0.0,0.27320114
956.6188,550.3136,0.9616215,963.86304,537.3996,0.8406845,946.27826,535.53595,0.9461166,0.0,0.0,0.36209616,908.73236,534.9597,0.8306103,984.46875,588.4063,0.965719,847.8536,607.2237,0.98299384,1058.1934,641.238,0.8993646,813.0311,705.8313,0.9566521,990.78906,587.0232,0.8627784,886.43555,652.8562,0.9309844,960.2496,802.1813,0.94439965,852.0866,813.0487,0.9564598,1025.0704,946.13965,0.52381927,816.545,974.65576,0.594635,0.0,0.0,0.1368764,0.0,0.0,0.1518419
982.1047,556.357,0.9476991,987.4373,544.29596,0.7488835,973.60406,540.51685,0.9383958,0.0,0.0,0.2316526,932.62244,537.687,0.85399497,987.5261,602.3849,0.9482755,861.8899,605.6478,0.9825973,1037.0769,680.79785,0.85793144,835.6509,700.14734,0.963295,997.5176,629.0918,0.82485086,922.41437,618.7575,0.940421,962.18005,812.90155,0.92666835,859.9223,820.0599,0.95184594,0.0,0.0,0.47129086,836.11505,968.7014,0.5902334,0.0,0.0,0.11899353,0.0,0.0,0.14779882
999.6918,567.7275,0.87254024,0.0,0.0,0.4613465,993.76984,552.8307,0.8749016,0.0,0.0,0.12460987,957.1138,545.5803,0.83313733,976.88763,608.3453,0.8944907,898.45917,595.2518,0.9808967,993.09705,702.9871,0.77596843,885.65283,674.1328,0.97554713,1002.95416,672.36316,0.75506204,968.8261,627.0345,0.9534554,957.83887,816.60315,0.9081025,883.8229,817.9552,0.9565602,0.0,0.0,0.41120887,870.35284,963.26733,0.6137664,0.0,0.0,0.10451103,0.0,0.0,0.15843202
1008.81116,587.53253,0.81915134,0.0,0.0,0.33755982,1001.9154,573.9692,0.8041582,0.0,0.0,0.08670642,961.4026,560.5014,0.7428581,969.4084,616.6894,0.8451735,925.9778,592.4753,0.9627431,991.47363,694.05743,0.77845675,1005.96375,622.78107,0.96872634,1006.1435,693.8754,0.76504624,1100.9355,603.3122,0.9416264,942.43695,836.6382,0.870388,882.64343,834.356,0.9320933,0.0,0.0,0.3447933,867.0141,981.5484,0.523196,0.0,0.0,0.094792835,0.0,0.0,0.13399704
1018.25397,600.104,0.75426066,0.0,0.0,0.23118462,1011.2555,586.08093,0.7400199,0.0,0.0,0.06347477,969.03827,574.7657,0.722378,970.6643,639.3869,0.823961,926.08014,600.4345,0.9596961,984.13916,715.7414,0.77636665,1005.1861,608.3665,0.97203964,1016.72186,699.6281,0.7813829,1145.4705,596.3046,0.94971,940.3741,858.8302,0.86609787,879.8539,852.3666,0.93117434,0.0,0.0,0.34114134,875.7955,974.1001,0.5235365,0.0,0.0,0.09196978,0.0,0.0,0.13166226
1025.9198,602.61786,0.90251315,0.0,0.0,0.4948469,1017.20984,588.2217,0.8930973,0.0,0.0,0.12854369,973.9426,580.45703,0.82910454,984.19025,653.5785,0.91358393,938.994,612.4574,0.981016,985.60474,738.93317,0.8380037,1035.962,624.30963,0.9804915,1011.2275,716.5088,0.81169176,1171.592,598.1485,0.9560785,947.8486,860.52014,0.92904794,882.1738,851.21466,0.964068,1038.5317,975.63684,0.5096509,851.77313,978.05536,0.68343514,0.0,0.0,0.16659324,0.0,0.0,0.22848718
1037.4781,612.1992,0.94179654,1045.5946,603.1615,0.6802327,1030.1975,596.5093,0.938796,0.0,0.0,0.21184826,989.19366,586.1742,0.87247074,994.56287,658.6511,0.93131536,952.27405,624.11224,0.98081243,998.4328,748.4429,0.825864,1027.133,651.96704,0.9711316,1013.8913,759.66876,0.7856532,1142.6909,617.61884,0.9394167,944.3711,855.16095,0.89240086,882.23425,847.8836,0.9372608,0.0,0.0,0.3509913,876.1179,976.57416,0.5020235,0.0,0.0,0.093412675,0.0,0.0,0.12459227
1047.7778,609.0235,0.9256291,1051.0645,598.80365,0.56227195,1042.6923,595.3526,0.9261008,0.0,0.0,0.16444139,999.6912,583.8857,0.89068043,989.3266,637.5316,0.9449819,956.8978,624.5922,0.9888235,984.8315,739.22864,0.8514544,1000.8798,679.9638,0.98277676,998.0223,795.8571,0.79463226,1066.818,638.2882,0.9568838,947.1513,814.5348,0.9574805,896.42017,814.0906,0.9792172,1036.4879,936.8257,0.67438304,860.7272,952.3109,0.81421494,0.0,0.0,0.2969048,0.0,0.0,0.3864381
1048.8456,600.32996,0.72206813,0.0,0.0,0.24096604,1046.8792,585.50415,0.7221723,0.0,0.0,0.09813383,1017.50433,579.6325,0.7597536,1019.1868,647.0276,0.85315084,944.60706,622.772,0.9830314,1005.5918,754.9457,0.7641378,916.8251,678.4304,0.9851511,1027.4323,813.7101,0.7325178,1007.9731,639.0788,0.96331185,970.1485,826.11646,0.94208133,898.7293,820.7835,0.9778617,1036.9244,945.2437,0.5986588,855.1066,945.7216,0.8049389,0.0,0.0,0.22963247,0.0,0.0,0.35534567
1049.8641,601.271,0.95475453,1062.0688,591.2179,0.79161966,1042.761,584.7232,0.94765276,0.0,0.0,0.31281343,1007.7352,579.1022,0.87216085,1043.681,657.6936,0.93726104,922.1954,631.0981,0.9886791,1039.5653,746.6915,0.83706176,868.34424,667.3004,0.9770174,1077.5608,808.6364,0.7903083,954.0769,622.0163,0.9461614,976.9733,848.45294,0.9072312,876.8332,842.91473,0.9508571,0.0,0.0,0.41898757,803.49866,956.2944,0.5830583,0.0,0.0,0.12168334,0.0,0.0,0.16887254
1021.36285,593.61774,0.89433974,1035.4661,588.8311,0.7814892,1024.4408,579.0416,0.7372021,1043.4375,609.9654,0.57269144,0.0,0.0,0.47066987,1052.3082,675.2159,0.9737169,930.0844,634.42224,0.95884997,1096.0853,750.7061,0.9620383,864.1103,648.8395,0.92001426,1142.3624,806.22894,0.929885,959.9028,614.9396,0.86881673,964.7796,854.1523,0.95860535,867.1562,840.25323,0.9388041,1008.27545,968.6475,0.5821323,0.0,0.0,0.49087575,0.0,0.0,0.16002648,0.0,0.0,0.12597643
1031.2333,608.0938,0.96371955,1046.1501,601.81805,0.90374744,1029.2186,591.50287,0.91910106,1050.7717,612.97186,0.6169632,1006.7551,584.1388,0.7196595,1055.6375,667.6912,0.9817091,924.21533,636.3608,0.9793434,1125.6965,724.0999,0.9560733,866.89844,658.12177,0.94026846,1187.988,783.67584,0.9176374,944.3136,627.96277,0.89153844,972.0994,850.566,0.9568956,871.07465,839.00635,0.9455097,1000.5941,969.54095,0.5836509,787.6033,961.54877,0.5351973,0.0,0.0,0.17701411,0.0,0.0,0.15332149
1040.4991,615.1484,0.9479279,1053.0973,606.5032,0.8672011,1037.0939,599.6946,0.8812556,1057.2601,615.7286,0.57451123,1015.9739,596.7384,0.64321095,1069.7941,669.1762,0.9789603,934.05927,648.7746,0.9717397,1134.6215,723.78235,0.9584009,879.79065,687.2366,0.93009305,1156.3341,721.80927,0.9230607,956.92975,638.6847,0.8801991,972.7379,851.5626,0.9533845,867.02106,841.73517,0.9362115,1005.22925,971.0702,0.55826724,0.0,0.0,0.48540133,0.0,0.0,0.14966491,0.0,0.0,0.121005744
1046.2262,618.9223,0.9431968,1059.2092,611.4352,0.8301169,1044.674,602.8286,0.89421725,0.0,0.0,0.46945307,1022.069,599.1936,0.6963139,1065.8423,673.36816,0.96459,935.7266,654.5386,0.97286576,1126.0498,722.58887,0.93241143,890.6238,701.1533,0.94305,1133.1538,702.42285,0.8883377,963.5475,649.84406,0.8945443,977.53986,872.7201,0.9186739,870.3269,864.1661,0.9146505,0.0,0.0,0.37512526,0.0,0.0,0.36802137,0.0,0.0,0.08088903,0.0,0.0,0.07514346
1027.8579,622.9181,0.95399773,1044.5099,615.3912,0.90362173,1025.4521,606.05035,0.8770092,1057.1697,625.1178,0.6942023,1010.3582,600.60675,0.55945283,1070.8103,679.6925,0.98220026,938.885,651.9895,0.96021044,1126.2224,751.1344,0.96344304,888.20294,709.5806,0.8923321,1062.731,696.97003,0.93083525,981.87384,656.0695,0.8420855,984.8714,875.58,0.9379596,879.75793,862.6923,0.90151703,0.0,0.0,0.45946243,0.0,0.0,0.34151104,0.0,0.0,0.11147995,0.0,0.0,0.07801287
1015.0804,618.68427,0.9398017,1031.1824,610.77313,0.88410056,1012.7174,602.48517,0.8314038,1046.0001,618.1892,0.69729125,0.0,0.0,0.49184862,1067.1863,673.3063,0.9821702,930.2709,647.82715,0.9556108,1114.9343,764.77203,0.96618974,886.13293,713.6231,0.88590044,1050.577,748.62634,0.9345559,976.1477,668.4677,0.83523786,989.0168,868.7196,0.9478153,881.94946,856.98303,0.91311324,1022.09735,980.50287,0.5212096,0.0,0.0,0.38840672,0.0,0.0,0.13986446,0.0,0.0,0.09740488
1018.20355,617.419,0.97453666,1033.0917,606.6285,0.9303726,1009.60443,600.83496,0.94510007,1044.5298,607.47675,0.65248233,980.94403,591.35925,0.7426414,1061.4604,665.0644,0.9821223,914.96765,644.6631,0.9773861,1106.228,774.3106,0.9464025,880.08514,716.82697,0.9249473,1030.3706,785.597,0.90625685,959.00745,668.19305,0.87925804,990.0515,867.29596,0.9326504,877.1594,858.9339,0.9194305,0.0,0.0,0.47394052,0.0,0.0,0.42491,0.0,0.0,0.13100044,0.0,0.0,0.11070519
1000.17413,611.24255,0.96365136,1014.2311,601.47253,0.9085037,994.3781,595.0477,0.91255766,1024.201,604.94586,0.6481128,972.1932,587.3156,0.6607246,1047.1516,662.8948,0.98209023,904.3649,643.72217,0.9711953,1099.8672,772.6663,0.95509946,868.0956,715.72034,0.91595757,1039.5763,793.0981,0.9164356,940.268,659.60925,0.867917,981.95404,870.2661,0.9398357,871.58405,862.8835,0.91998154,0.0,0.0,0.4969743,0.0,0.0,0.42153165,0.0,0.0,0.13530704,0.0,0.0,0.10812272
